city;site_name;site;state;query_name;to_date;to_time;from_date;from_time;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Eth-Benzene;MP-Xylene;RH;WD;SR;BP;AT;TOT-RF;RF;Xylene;WS;O Xylene;Temp;P-Xylene;VWS;Rack Temp
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201114;17-Nov-2020;00:00;16-Nov-2020;00:00;28.93;196.47;43.07;39.65;82.72;119.1;2.79;2.72;10.28;5.0;12.98;3.0;3.99;59.51;161.23;;969.05;27.86;0.0;0.0;3.0;0.45;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201114;18-Nov-2020;00:00;17-Nov-2020;00:00;28.68;222.52;61.54;78.31;90.23;123.93;2.8;2.35;16.79;5.0;12.99;3.0;3.99;61.03;168.81;;970.07;27.69;0.0;0.0;3.0;0.47;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201114;19-Nov-2020;00:00;18-Nov-2020;00:00;28.37;212.02;49.09;42.56;91.63;123.41;2.76;2.3;11.14;5.0;13.01;3.0;4.0;62.94;179.34;;970.33;27.33;0.0;0.0;3.0;0.43;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201114;20-Nov-2020;00:00;19-Nov-2020;00:00;65.68;208.45;45.78;85.02;90.23;119.31;2.07;2.22;8.58;5.0;12.99;3.0;4.0;60.38;220.13;;969.42;26.94;0.0;0.0;3.0;0.42;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201114;21-Nov-2020;00:00;20-Nov-2020;00:00;63.49;202.06;58.79;43.61;102.4;129.57;3.14;1.81;8.76;5.0;13.02;3.0;4.0;54.83;193.43;;970.35;26.33;0.0;0.0;3.0;0.47;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201114;22-Nov-2020;00:00;21-Nov-2020;00:00;76.97;217.39;85.96;71.93;106.43;137.6;5.79;1.61;9.52;5.0;13.01;3.0;4.01;61.28;202.45;;969.53;25.63;0.0;0.0;3.0;0.5;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201114;23-Nov-2020;00:00;22-Nov-2020;00:00;88.29;230.37;54.2;36.26;90.45;119.68;6.87;1.25;13.21;5.0;13.0;3.0;4.0;65.07;181.25;;972.19;25.38;0.0;0.0;3.0;0.41;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201114;24-Nov-2020;00:00;23-Nov-2020;00:00;26.9;208.05;63.41;40.52;103.93;130.48;2.69;1.31;6.3;5.0;13.01;3.0;4.0;54.79;205.75;;969.51;25.68;0.0;0.0;3.0;0.47;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;25-Nov-2020;00:00;24-Nov-2020;00:00;26.57;211.7;64.63;84.45;95.92;123.31;7.25;1.02;10.78;5.0;13.0;3.0;4.0;54.46;176.4;;969.76;25.49;0.0;0.0;3.0;0.39;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;26-Nov-2020;00:00;25-Nov-2020;00:00;26.7;296.09;78.79;47.53;126.34;155.48;2.61;1.21;9.91;5.0;12.99;3.0;4.0;59.03;175.86;;969.69;25.76;0.0;0.0;3.0;0.38;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;27-Nov-2020;00:00;26-Nov-2020;00:00;26.94;289.34;77.48;48.7;126.18;156.42;2.96;1.11;14.33;5.0;13.02;3.0;4.0;56.78;157.76;;969.04;25.77;0.0;0.0;3.0;0.45;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;28-Nov-2020;00:00;27-Nov-2020;00:00;71.26;219.55;76.12;77.59;116.72;142.94;8.18;0.97;7.11;5.0;12.98;3.0;3.99;43.21;76.72;;968.12;25.91;0.0;0.0;3.0;0.68;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;29-Nov-2020;00:00;28-Nov-2020;00:00;26.8;183.97;48.41;84.25;82.81;109.04;6.14;1.32;19.96;5.0;13.01;3.0;4.0;47.41;122.72;;971.3;25.86;0.0;0.0;3.0;0.58;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;30-Nov-2020;00:00;29-Nov-2020;00:00;47.99;132.12;55.2;29.69;73.83;100.97;6.0;1.1;8.12;5.0;12.97;3.0;4.0;55.8;159.86;;970.42;26.78;0.0;0.0;3.0;0.43;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;01-Dec-2020;00:00;30-Nov-2020;00:00;27.21;170.86;58.82;36.28;95.1;121.77;2.7;1.35;18.33;5.0;13.0;3.0;4.0;69.19;153.55;;970.04;26.25;0.0;0.0;3.0;0.43;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;02-Dec-2020;00:00;01-Dec-2020;00:00;30.33;201.59;45.28;38.93;84.21;110.16;2.47;1.59;21.0;5.0;13.02;3.0;4.0;73.67;186.55;;966.14;27.18;0.0;0.0;3.0;0.47;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;03-Dec-2020;00:00;02-Dec-2020;00:00;27.29;226.68;55.45;77.72;85.05;109.69;6.45;1.44;21.88;5.01;12.98;3.0;4.0;75.94;185.21;;970.49;26.3;0.0;0.0;3.0;0.45;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201124;04-Dec-2020;00:00;03-Dec-2020;00:00;27.5;200.2;51.76;40.19;89.46;116.41;10.3;1.25;12.05;5.0;13.0;3.0;4.01;63.32;152.41;;969.9;25.9;0.0;0.0;3.0;0.45;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;05-Dec-2020;00:00;04-Dec-2020;00:00;26.47;257.35;69.65;44.45;114.09;138.81;17.67;1.89;20.8;5.0;13.0;3.0;4.0;62.43;141.49;;969.7;25.24;0.0;0.0;3.0;0.45;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;06-Dec-2020;00:00;05-Dec-2020;00:00;26.13;275.72;69.18;48.51;117.69;141.55;17.24;1.69;9.89;5.0;12.99;3.0;4.0;62.88;130.49;;968.92;25.2;0.0;0.0;3.0;0.42;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;07-Dec-2020;00:00;06-Dec-2020;00:00;26.22;207.37;38.67;40.31;78.54;99.86;11.64;1.12;19.41;5.0;13.02;3.0;3.99;53.77;149.07;;970.42;25.15;0.0;0.0;3.0;0.41;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;08-Dec-2020;00:00;07-Dec-2020;00:00;26.44;233.17;73.85;84.58;103.39;125.53;36.24;1.43;13.55;5.0;13.02;3.0;4.0;54.0;135.22;;969.12;25.46;0.0;0.0;3.0;0.47;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;09-Dec-2020;00:00;08-Dec-2020;00:00;26.55;218.01;57.85;68.11;93.5;118.3;12.6;0.85;8.59;5.0;13.02;3.0;4.01;57.25;163.44;;969.9;25.62;0.0;0.0;3.0;0.46;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;10-Dec-2020;00:00;09-Dec-2020;00:00;27.69;215.21;59.19;38.9;98.09;121.88;15.58;1.03;11.91;4.99;13.03;3.0;3.99;62.52;166.24;;970.46;26.39;0.0;0.0;3.0;0.4;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;11-Dec-2020;00:00;10-Dec-2020;00:00;69.33;219.76;54.52;75.87;83.34;110.6;33.94;0.9;14.88;4.99;13.0;3.0;4.0;72.86;215.17;;970.17;26.6;0.0;0.0;3.0;0.44;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;12-Dec-2020;00:00;11-Dec-2020;00:00;130.62;239.0;71.19;33.96;105.15;130.66;13.92;1.09;5.8;5.0;13.0;3.0;4.0;81.8;141.0;;969.45;24.49;0.6;0.01;3.0;0.47;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;13-Dec-2020;00:00;12-Dec-2020;00:00;141.75;166.0;49.25;34.92;83.66;105.79;9.97;0.86;3.16;5.0;13.02;3.0;3.99;83.9;231.64;;967.06;24.32;0.0;0.0;3.0;0.37;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201204;14-Dec-2020;00:00;13-Dec-2020;00:00;141.03;164.53;32.86;32.08;64.5;85.04;8.89;0.56;4.19;5.0;13.01;3.0;3.99;82.14;110.9;;968.47;23.5;0.0;0.0;3.0;0.5;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;15-Dec-2020;00:00;14-Dec-2020;00:00;140.37;161.72;63.01;34.39;83.14;103.07;20.41;0.83;4.14;5.0;12.97;3.0;4.0;94.81;108.43;;966.46;22.34;4.8;0.05;3.0;0.47;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;16-Dec-2020;00:00;15-Dec-2020;00:00;167.55;197.51;38.76;35.93;67.02;88.19;10.01;0.5;6.07;5.0;12.96;3.01;4.01;89.93;194.84;;969.34;23.61;0.0;0.0;3.0;0.49;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;17-Dec-2020;00:00;16-Dec-2020;00:00;191.2;229.13;49.76;35.3;75.09;95.68;10.6;0.61;5.64;5.0;13.03;3.0;3.99;88.68;182.82;;967.67;23.9;0.0;0.0;3.0;0.45;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;18-Dec-2020;00:00;17-Dec-2020;00:00;199.09;236.11;44.33;35.06;79.37;98.83;10.04;0.5;10.75;5.0;12.98;3.0;4.0;86.85;198.3;;974.18;24.14;0.0;0.0;3.0;0.47;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;19-Dec-2020;00:00;18-Dec-2020;00:00;198.03;232.95;57.06;35.33;81.04;101.1;10.53;0.39;5.54;5.0;12.99;3.0;4.0;79.99;185.06;;967.26;24.67;0.0;0.0;3.0;0.44;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;20-Dec-2020;00:00;19-Dec-2020;00:00;174.47;213.02;57.3;32.37;89.65;108.48;9.11;0.31;5.79;3.51;13.1;2.67;5.19;66.75;111.61;;968.6;25.18;0.0;0.0;3.12;0.46;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;21-Dec-2020;00:00;20-Dec-2020;00:00;160.35;199.23;49.62;27.83;67.36;86.04;16.31;0.07;8.73;3.13;10.7;3.53;5.11;62.64;156.05;;968.2;24.41;0.0;0.0;3.99;0.49;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;22-Dec-2020;00:00;21-Dec-2020;00:00;152.3;189.67;39.95;62.77;64.84;81.94;18.76;0.03;14.29;7.25;19.27;7.28;10.54;58.92;135.91;;966.98;23.87;0.0;0.0;8.65;0.52;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;23-Dec-2020;00:00;22-Dec-2020;00:00;179.57;212.86;59.11;36.05;83.32;102.08;21.16;0.11;18.15;3.49;8.78;2.44;4.24;59.32;151.35;;966.97;23.13;0.0;0.0;8.91;0.45;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201214;24-Dec-2020;00:00;23-Dec-2020;00:00;203.05;242.2;61.1;36.32;85.2;106.91;6.96;0.47;9.47;1.47;14.22;15.15;8.55;62.94;159.65;;969.82;22.76;0.0;0.0;3.77;0.42;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;25-Dec-2020;00:00;24-Dec-2020;00:00;194.32;231.92;60.21;34.95;82.59;106.89;7.91;0.27;5.8;2.57;9.69;0.84;1.75;67.36;172.52;;967.82;22.85;0.0;0.0;2.81;0.48;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;26-Dec-2020;00:00;25-Dec-2020;00:00;196.41;231.59;81.99;63.41;98.79;125.19;21.21;0.38;20.61;1.4;5.27;0.93;1.93;68.27;154.55;;973.21;24.69;0.0;0.0;0.93;0.41;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;27-Dec-2020;00:00;26-Dec-2020;00:00;163.58;195.91;53.55;34.38;77.21;100.89;8.45;0.24;10.11;0.48;1.1;0.26;0.39;68.34;155.28;;967.15;25.16;0.0;0.0;0.24;0.4;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;28-Dec-2020;00:00;27-Dec-2020;00:00;176.46;210.14;23.0;62.74;51.25;73.79;6.83;0.03;12.08;0.0;0.0;;;74.64;207.82;;969.15;24.21;0.0;0.0;0.0;0.41;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;29-Dec-2020;00:00;28-Dec-2020;00:00;151.75;174.74;17.07;40.67;57.73;80.21;3.17;0.24;7.87;0.0;0.0;;;55.68;202.94;;973.55;22.26;0.0;0.0;0.0;0.49;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;30-Dec-2020;00:00;29-Dec-2020;00:00;171.39;198.91;27.32;78.24;63.09;89.11;7.3;0.7;16.2;0.0;0.0;1.23;;64.32;192.47;;969.61;21.4;0.0;0.0;0.33;0.44;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;31-Dec-2020;00:00;30-Dec-2020;00:00;194.34;225.96;23.11;42.41;65.5;96.06;3.16;0.93;6.48;0.0;0.0;1.17;0.95;74.93;190.5;;969.12;21.76;0.0;0.0;0.11;0.49;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;01-Jan-2021;00:00;31-Dec-2020;00:00;196.83;230.14;25.96;42.68;67.53;98.97;4.55;0.99;17.05;0.0;0.0;;0.43;72.2;156.58;;969.15;24.0;0.0;0.0;0.0;0.4;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;02-Jan-2021;00:00;01-Jan-2021;00:00;194.97;228.63;25.28;66.47;54.99;83.02;9.86;0.92;19.58;0.83;3.59;0.86;1.09;79.2;181.32;;968.27;24.64;0.0;0.0;0.83;0.39;;;;;
Mumbai;Bandra Kurla Complex, Mumbai - IITM;site_5392;Maharashtra;run2_maharashtra_mumbai_site_5392_20201224;03-Jan-2021;00:00;02-Jan-2021;00:00;144.24;212.36;9.59;32.77;40.64;65.73;2.79;0.55;10.01;2.99;12.97;3.0;3.99;84.5;256.66;;968.02;23.64;0.0;0.0;3.0;0.43;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;02-Jan-2010;00:00;01-Jan-2010;00:00;;;;;148.23;;;0.0;;0.0;0.0;0.47;;;;;1012.36;26.55;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;03-Jan-2010;00:00;02-Jan-2010;00:00;;;;;192.18;;;0.0;;0.0;0.0;0.52;;;;;1013.48;25.92;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;04-Jan-2010;00:00;03-Jan-2010;00:00;;;;;44.98;;;0.0;;0.0;0.0;0.12;;;;;1015.31;26.1;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;05-Jan-2010;00:00;04-Jan-2010;00:00;;;;;63.8;;;0.0;;0.0;0.0;0.32;;;;;1014.71;25.22;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;06-Jan-2010;00:00;05-Jan-2010;00:00;;;;;91.1;;;0.0;;0.0;0.0;0.45;;;;;1012.25;25.03;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;07-Jan-2010;00:00;06-Jan-2010;00:00;;;;;214.03;;;0.0;;0.0;0.0;0.75;;;;;1012.09;23.85;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;08-Jan-2010;00:00;07-Jan-2010;00:00;;;;;89.74;;;0.0;;0.0;0.0;0.38;;;;;1012.98;27.07;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;09-Jan-2010;00:00;08-Jan-2010;00:00;;;;;145.17;;;0.0;;0.0;0.0;0.77;;;;;1013.45;26.78;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;10-Jan-2010;00:00;09-Jan-2010;00:00;;;;;229.26;;;0.0;;0.0;0.0;1.83;;;;;1013.93;23.9;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100101;11-Jan-2010;00:00;10-Jan-2010;00:00;;;;;87.79;;;0.0;;0.0;0.0;1.43;;;;;1013.11;27.49;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;12-Jan-2010;00:00;11-Jan-2010;00:00;;;;;167.3;;;0.0;;0.0;0.0;1.3;;;;;1013.48;27.08;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;13-Jan-2010;00:00;12-Jan-2010;00:00;;;;;37.49;;;0.0;;0.0;0.0;0.44;;;;;1015.24;26.71;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;14-Jan-2010;00:00;13-Jan-2010;00:00;;;;;101.56;;;0.0;;0.0;0.0;0.43;;;;;1017.55;25.02;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;15-Jan-2010;00:00;14-Jan-2010;00:00;;;;;205.04;;;0.0;;0.0;0.0;0.48;;;;;1017.74;23.29;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;16-Jan-2010;00:00;15-Jan-2010;00:00;;;;;221.84;;;0.0;;0.0;0.0;0.53;;;;;1017.6;26.54;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;17-Jan-2010;00:00;16-Jan-2010;00:00;;;;;193.9;;;0.0;;0.0;0.0;0.43;;;;;1018.52;28.6;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;18-Jan-2010;00:00;17-Jan-2010;00:00;;;;;29.57;;;0.0;;;0.0;;;;;;1017.6;29.56;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;19-Jan-2010;00:00;18-Jan-2010;00:00;;;;;65.99;;;0.0;;0.0;0.0;0.37;;;;;1017.08;27.33;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;20-Jan-2010;00:00;19-Jan-2010;00:00;;;;;212.58;;;0.0;;0.0;0.0;0.49;;;;;1015.54;26.75;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100111;21-Jan-2010;00:00;20-Jan-2010;00:00;;;;;228.83;;;0.0;;0.0;0.0;0.46;;;;;1015.86;27.39;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100121;22-Jan-2010;00:00;21-Jan-2010;00:00;;;;;228.43;;;0.0;;0.0;0.0;0.42;;;;;1016.75;26.43;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100121;23-Jan-2010;00:00;22-Jan-2010;00:00;;;;;224.19;;;0.0;;0.0;0.0;0.71;;;;;1015.23;26.7;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100121;24-Jan-2010;00:00;23-Jan-2010;00:00;;;;;269.85;;;0.0;;0.0;0.0;0.98;;;;;1015.46;25.79;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100121;25-Jan-2010;00:00;24-Jan-2010;00:00;;;;;91.08;;;0.0;;0.0;0.0;0.29;;;;;1013.28;26.29;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20100121;26-Jan-2010;00:00;25-Jan-2010;00:00;;;;;209.13;;;0.0;;0.0;0.0;0.59;;;;;1014.14;25.61;0.0;;;;;;;;
