city;site_name;site;state;query_name;to_date;to_time;from_date;from_time;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Eth-Benzene;MP-Xylene;RH;WD;SR;BP;AT;TOT-RF;RF;Xylene;WS;O Xylene;Temp;P-Xylene;VWS;Rack Temp
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200329;04-Apr-2020;00:00;03-Apr-2020;00:00;18.51;67.93;5.79;9.71;15.5;;24.92;0.93;7.47;2.51;;;;73.53;146.55;204.45;766.0;;0.0;0.0;;0.09;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200329;05-Apr-2020;00:00;04-Apr-2020;00:00;16.86;68.34;6.09;9.58;15.68;;22.35;0.94;5.73;2.7;;;;76.3;115.39;215.34;766.41;;0.0;0.0;;0.15;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200329;06-Apr-2020;00:00;05-Apr-2020;00:00;18.3;76.12;6.9;11.42;18.33;;20.69;0.95;6.26;4.22;;;;78.62;196.38;211.76;767.02;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200329;07-Apr-2020;00:00;06-Apr-2020;00:00;14.35;54.11;4.89;5.13;10.03;;23.36;0.9;1.26;5.61;;;;78.67;230.15;218.65;767.97;;0.0;0.0;;0.11;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200329;08-Apr-2020;00:00;07-Apr-2020;00:00;19.08;77.62;5.0;5.01;10.02;;25.52;0.89;0.92;4.04;;;;77.93;237.17;226.31;767.24;;0.0;0.0;;0.09;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;09-Apr-2020;00:00;08-Apr-2020;00:00;22.44;76.54;5.15;4.81;9.97;;24.94;0.9;0.13;6.37;;;;74.44;189.77;220.84;768.21;;0.0;0.0;;0.1;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;10-Apr-2020;00:00;09-Apr-2020;00:00;21.79;67.76;5.39;4.47;9.86;;24.79;0.9;0.22;2.68;;;;74.29;162.56;219.53;767.59;;0.0;0.0;;0.1;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;11-Apr-2020;00:00;10-Apr-2020;00:00;18.99;63.37;4.95;4.46;9.42;;22.95;0.89;0.09;1.91;;;;75.91;141.46;213.64;767.1;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;12-Apr-2020;00:00;11-Apr-2020;00:00;16.88;75.53;4.8;4.25;9.06;;23.04;0.9;0.19;2.13;;;;74.04;169.8;208.14;767.5;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;13-Apr-2020;00:00;12-Apr-2020;00:00;17.84;82.32;4.84;4.44;9.29;;24.9;0.92;0.22;6.46;;;;79.03;272.44;201.73;766.95;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;14-Apr-2020;00:00;13-Apr-2020;00:00;19.6;95.1;4.92;5.18;10.11;;23.03;0.92;0.29;6.07;;;;78.69;263.02;199.56;766.1;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;15-Apr-2020;00:00;14-Apr-2020;00:00;20.33;78.11;4.83;4.36;9.19;;23.48;0.93;0.28;3.58;;;;74.14;216.17;204.29;765.91;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;16-Apr-2020;00:00;15-Apr-2020;00:00;18.65;69.86;4.82;4.01;8.83;;25.55;0.94;0.11;3.81;;;;75.54;236.3;198.67;766.73;;0.0;0.0;;0.09;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;17-Apr-2020;00:00;16-Apr-2020;00:00;14.72;47.03;4.67;3.59;8.26;;22.83;0.9;0.05;4.14;;;;76.94;264.02;204.54;766.26;;0.0;0.0;;0.17;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200408;18-Apr-2020;00:00;17-Apr-2020;00:00;15.08;47.03;5.13;3.93;9.06;;23.81;0.91;0.09;5.46;;;;78.76;253.38;193.33;766.23;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;19-Apr-2020;00:00;18-Apr-2020;00:00;13.74;53.92;4.96;3.57;8.53;;20.82;0.88;0.03;2.83;;;;74.4;204.52;203.41;766.2;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;20-Apr-2020;00:00;19-Apr-2020;00:00;14.86;59.69;4.67;3.23;7.9;;23.17;0.89;;3.4;;;;73.11;191.77;203.14;765.9;;0.0;0.0;;0.11;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;21-Apr-2020;00:00;20-Apr-2020;00:00;17.37;77.23;4.84;3.45;8.29;;23.72;0.96;0.07;3.39;;;;61.66;114.05;219.77;765.18;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;22-Apr-2020;00:00;21-Apr-2020;00:00;16.94;50.54;4.98;3.9;8.88;;23.4;0.92;0.05;2.03;;;;68.86;192.98;235.79;766.02;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;23-Apr-2020;00:00;22-Apr-2020;00:00;19.83;50.84;5.13;2.96;8.09;;27.19;0.9;;2.48;;;;74.74;166.9;221.86;765.72;;0.0;0.0;;0.09;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;24-Apr-2020;00:00;23-Apr-2020;00:00;28.33;57.87;;;;;32.28;1.12;;3.61;;;;75.78;215.12;227.95;766.14;;0.0;0.0;;0.09;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;25-Apr-2020;00:00;24-Apr-2020;00:00;50.4;60.93;;;;;39.5;1.15;;2.79;;;;73.65;170.83;231.36;765.59;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;26-Apr-2020;00:00;25-Apr-2020;00:00;43.83;70.26;;;;;53.79;1.1;;2.21;;;;70.66;209.45;227.71;766.44;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;27-Apr-2020;00:00;26-Apr-2020;00:00;41.52;64.54;;;;;61.04;1.08;;3.41;;;;72.54;165.01;235.44;766.65;;0.0;0.0;;0.13;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200418;28-Apr-2020;00:00;27-Apr-2020;00:00;43.99;64.8;;;;;65.12;1.07;;2.35;;;;71.18;208.96;205.52;767.57;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;29-Apr-2020;00:00;28-Apr-2020;00:00;41.2;55.95;;;;;63.15;1.09;;2.02;;;;73.28;114.88;242.02;766.34;;0.0;0.0;;0.06;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;30-Apr-2020;00:00;29-Apr-2020;00:00;44.38;57.35;;;;;66.16;1.06;;2.29;;;;75.38;185.19;223.7;766.03;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;01-May-2020;00:00;30-Apr-2020;00:00;50.63;69.03;;;;;66.53;1.02;;2.06;;;;74.45;294.74;209.11;766.91;;0.0;0.0;;0.06;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;02-May-2020;00:00;01-May-2020;00:00;46.0;71.45;;;;;66.48;0.98;;2.08;;;;73.74;181.08;200.45;767.11;;0.0;0.0;;0.26;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;03-May-2020;00:00;02-May-2020;00:00;43.57;67.3;;;;;67.61;0.96;;1.75;;;;74.37;187.33;204.26;765.92;;0.0;0.0;;0.06;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;04-May-2020;00:00;03-May-2020;00:00;42.29;61.93;;;;;71.79;0.96;;1.21;;;;74.65;130.18;221.09;765.86;;0.0;0.0;;0.05;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;05-May-2020;00:00;04-May-2020;00:00;43.32;59.5;;;;;71.6;0.99;;1.53;;;;74.22;171.82;240.54;766.22;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;06-May-2020;00:00;05-May-2020;00:00;40.59;64.61;;;;;80.02;0.89;;1.23;;;;71.39;163.99;503.32;766.72;;0.0;0.0;;0.06;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;07-May-2020;00:00;06-May-2020;00:00;41.84;58.8;;;;;85.69;0.86;;0.7;;;;78.94;164.27;70.38;765.23;;0.0;0.0;;0.08;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200428;08-May-2020;00:00;07-May-2020;00:00;48.52;68.07;;;;;73.07;0.94;;1.22;;;;74.08;201.67;276.46;765.65;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;09-May-2020;00:00;08-May-2020;00:00;50.26;84.62;;;;;71.92;0.89;;1.32;;;;72.99;195.52;224.93;765.81;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;10-May-2020;00:00;09-May-2020;00:00;43.02;76.32;;;;;82.48;0.84;;1.48;;;;73.33;142.21;222.85;765.92;;0.0;0.0;;0.06;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;11-May-2020;00:00;10-May-2020;00:00;45.15;63.03;;;;;89.55;0.83;;0.91;;;;74.48;141.28;214.12;765.55;;0.0;0.0;;0.06;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;12-May-2020;00:00;11-May-2020;00:00;46.28;67.43;;;;;65.41;1.04;;1.43;;;;76.34;151.06;157.34;766.5;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;13-May-2020;00:00;12-May-2020;00:00;40.06;54.9;;;;;76.05;0.89;;0.68;;;;;;;;;0.0;0.0;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;14-May-2020;00:00;13-May-2020;00:00;48.2;62.35;;;;;83.09;0.82;;0.45;;;;;;;;;0.0;0.0;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;15-May-2020;00:00;14-May-2020;00:00;47.77;76.0;;;;;31.46;0.7;12.35;1.44;;;;71.32;170.83;231.48;764.1;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;16-May-2020;00:00;15-May-2020;00:00;58.3;102.01;;;;;24.8;0.63;10.72;1.52;;;;71.62;124.08;185.77;764.48;;0.0;0.0;;0.06;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;17-May-2020;00:00;16-May-2020;00:00;63.09;117.13;;;;;19.43;0.69;11.16;1.01;;;;74.08;157.17;185.89;764.4;;0.0;0.0;;0.1;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200508;18-May-2020;00:00;17-May-2020;00:00;59.18;100.83;;;;;25.4;0.62;10.51;0.78;;;;72.42;143.92;199.06;764.09;;0.0;0.0;;0.06;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;19-May-2020;00:00;18-May-2020;00:00;54.96;99.11;28.38;5.19;24.61;;25.23;0.56;10.28;0.2;;;;71.91;128.48;185.28;763.59;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;20-May-2020;00:00;19-May-2020;00:00;58.36;117.57;11.34;10.65;13.73;;24.73;0.56;10.25;0.13;;;;70.51;126.78;211.24;763.38;;0.0;0.0;;0.07;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;21-May-2020;00:00;20-May-2020;00:00;66.63;123.46;11.8;8.5;15.19;;26.6;0.55;10.32;0.2;;;;71.05;205.49;219.93;763.18;;0.0;0.0;;0.09;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;22-May-2020;00:00;21-May-2020;00:00;82.35;122.47;13.13;11.3;16.78;;27.79;0.56;10.25;0.34;;;;71.89;180.25;207.07;764.4;;0.0;0.0;;0.09;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;23-May-2020;00:00;22-May-2020;00:00;58.04;112.85;22.17;7.15;15.99;;27.4;0.54;10.1;0.22;;;;72.01;171.17;217.27;765.18;;0.0;0.0;;0.18;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;24-May-2020;00:00;23-May-2020;00:00;61.08;113.96;19.33;5.48;23.82;;21.93;0.55;9.91;0.67;;;;74.11;183.14;219.6;764.97;;0.0;0.0;;0.23;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;25-May-2020;00:00;24-May-2020;00:00;60.93;118.02;12.61;5.44;16.07;;21.56;0.51;9.9;0.07;;;;76.16;141.59;192.63;765.45;;0.0;0.0;;0.12;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;26-May-2020;00:00;25-May-2020;00:00;47.66;118.3;10.75;14.97;13.85;;24.66;0.51;9.94;0.0;;;;76.47;112.87;183.3;765.79;;0.0;0.0;;0.09;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;27-May-2020;00:00;26-May-2020;00:00;60.98;111.2;11.53;3.21;14.75;;23.88;0.49;9.88;0.0;;;;76.22;193.12;192.59;765.79;;0.0;0.0;;1.17;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200518;28-May-2020;00:00;27-May-2020;00:00;47.09;112.71;5.21;2.28;7.49;;14.98;0.51;10.15;0.01;;;;73.28;194.31;227.57;765.64;;0.0;0.0;;0.11;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;29-May-2020;00:00;28-May-2020;00:00;67.55;121.18;9.31;2.48;11.8;;19.88;0.61;10.77;0.01;;;;71.36;173.37;222.24;764.82;;0.0;0.0;;0.18;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;30-May-2020;00:00;29-May-2020;00:00;6.45;25.66;4.82;1.99;6.81;;;0.71;11.35;0.04;;;;73.52;184.88;200.41;764.57;;0.0;0.0;;0.14;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;31-May-2020;00:00;30-May-2020;00:00;22.55;52.55;3.41;1.42;4.83;;;1.09;11.61;2.99;;;;73.85;122.99;175.07;764.81;;0.0;0.0;;0.15;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;01-Jun-2020;00:00;31-May-2020;00:00;16.21;48.53;2.57;1.08;3.65;;;1.23;11.67;5.34;;;;70.14;194.74;207.06;764.88;;0.0;0.0;;0.22;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;02-Jun-2020;00:00;01-Jun-2020;00:00;9.61;34.11;2.62;1.09;3.72;;;0.96;11.68;4.29;;;;78.63;351.88;15.0;765.57;;0.0;0.0;;0.1;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;03-Jun-2020;00:00;02-Jun-2020;00:00;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;04-Jun-2020;00:00;03-Jun-2020;00:00;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;05-Jun-2020;00:00;04-Jun-2020;00:00;7.53;55.33;2.75;1.11;3.87;;;0.98;11.57;0.98;;;;99.31;166.66;59.39;764.44;;0.0;0.0;;0.29;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;06-Jun-2020;00:00;05-Jun-2020;00:00;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200528;07-Jun-2020;00:00;06-Jun-2020;00:00;9.21;37.88;2.85;1.14;3.99;;9.25;0.95;11.57;0.49;;;;80.12;221.6;304.0;763.8;;0.0;0.0;;0.19;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;08-Jun-2020;00:00;07-Jun-2020;00:00;8.81;29.16;2.89;1.14;4.04;;9.45;0.93;11.59;0.31;;;;75.36;221.75;242.62;763.5;;0.0;0.0;;0.21;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;09-Jun-2020;00:00;08-Jun-2020;00:00;8.58;32.58;2.93;1.14;4.08;;8.71;0.98;11.51;0.9;;;;79.94;207.3;193.75;764.33;;0.0;0.0;;0.25;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;10-Jun-2020;00:00;09-Jun-2020;00:00;8.45;26.24;2.95;1.15;4.11;;9.33;0.95;11.52;0.5;;;;79.99;239.07;234.29;706.16;;2.0;0.02;;0.33;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;11-Jun-2020;00:00;10-Jun-2020;00:00;8.63;31.8;2.98;1.14;4.12;;9.17;0.94;11.5;1.05;;;;79.84;219.59;252.63;708.24;;11.5;0.12;;0.13;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;12-Jun-2020;00:00;11-Jun-2020;00:00;8.59;31.9;2.97;1.14;4.12;;3.56;0.94;11.5;0.29;;;;83.34;213.99;180.86;709.06;;13.0;0.14;;0.18;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;13-Jun-2020;00:00;12-Jun-2020;00:00;9.21;28.77;2.97;1.14;4.12;;0.08;1.01;11.49;1.61;;;;81.04;233.95;148.16;706.81;;0.0;0.0;;0.27;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;14-Jun-2020;00:00;13-Jun-2020;00:00;7.32;23.78;3.0;1.15;4.15;;0.1;0.98;11.49;1.61;;;;82.79;234.56;171.23;708.71;;0.0;0.0;;0.24;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;15-Jun-2020;00:00;14-Jun-2020;00:00;8.28;26.06;3.03;1.15;4.18;;0.07;1.0;11.45;1.31;;;;84.11;215.47;187.46;713.93;;0.0;0.0;;0.21;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;16-Jun-2020;00:00;15-Jun-2020;00:00;7.26;32.46;3.03;1.15;4.19;;0.07;1.0;11.46;2.97;;;;86.9;190.96;139.08;715.65;;6.0;0.06;;0.22;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200607;17-Jun-2020;00:00;16-Jun-2020;00:00;7.05;26.33;3.04;1.16;4.2;;0.06;1.03;11.47;2.18;;;;88.7;235.14;156.36;717.06;;42.0;0.44;;0.27;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;18-Jun-2020;00:00;17-Jun-2020;00:00;9.05;21.38;3.03;1.17;4.21;;0.08;1.07;11.46;3.19;;;;81.99;209.21;124.79;716.18;;0.0;0.0;;0.38;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;19-Jun-2020;00:00;18-Jun-2020;00:00;8.6;36.43;3.07;1.15;4.22;;0.1;1.14;11.43;3.78;;;;91.95;208.29;62.66;717.07;;58.0;0.6;;0.13;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;20-Jun-2020;00:00;19-Jun-2020;00:00;14.29;57.38;3.09;1.15;4.24;;0.08;1.11;11.42;3.85;;;;88.27;242.52;197.96;721.08;;0.0;0.0;;0.12;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;21-Jun-2020;00:00;20-Jun-2020;00:00;10.36;43.8;3.09;1.18;4.27;;0.08;0.94;11.44;0.01;;;;82.15;253.96;235.08;722.62;;0.0;0.0;;0.12;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;22-Jun-2020;00:00;21-Jun-2020;00:00;9.43;42.4;3.11;1.17;4.28;;0.05;0.93;11.43;0.65;;;;81.83;274.03;204.54;721.36;;1.0;0.01;;0.17;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;23-Jun-2020;00:00;22-Jun-2020;00:00;11.89;50.53;3.13;1.15;4.29;;0.06;1.01;11.47;2.18;;;;85.05;247.15;258.22;721.25;;9.0;0.09;;0.17;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;24-Jun-2020;00:00;23-Jun-2020;00:00;9.83;34.5;3.14;1.16;4.31;;0.05;1.06;11.5;1.67;;;;81.74;220.59;181.31;721.65;;0.0;0.0;;0.59;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;25-Jun-2020;00:00;24-Jun-2020;00:00;8.45;27.69;3.15;1.17;4.33;;0.05;1.02;11.51;2.58;;;;77.89;251.52;199.98;720.69;;0.0;0.0;;0.23;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;26-Jun-2020;00:00;25-Jun-2020;00:00;10.73;35.38;3.16;1.18;4.35;;0.08;1.03;11.5;3.0;;;;80.43;194.34;244.5;718.17;;0.0;0.0;;0.1;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200617;27-Jun-2020;00:00;26-Jun-2020;00:00;9.98;37.17;3.16;1.18;4.35;;0.06;1.02;11.53;1.97;;;;86.17;173.79;101.21;719.88;;0.0;0.0;;0.13;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200627;28-Jun-2020;00:00;27-Jun-2020;00:00;12.77;47.5;3.18;1.18;4.37;;0.07;1.0;11.6;1.59;;;;78.51;189.89;200.69;718.75;;0.0;0.0;;0.1;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200627;29-Jun-2020;00:00;28-Jun-2020;00:00;10.16;38.37;3.16;1.18;4.35;;0.05;0.99;11.61;1.66;;;;83.28;217.66;125.79;719.77;;0.0;0.0;;0.16;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200627;30-Jun-2020;00:00;29-Jun-2020;00:00;5.52;30.17;3.18;1.18;4.36;;0.06;0.96;11.65;0.54;;;;86.23;162.43;242.99;719.87;;0.0;0.0;;0.14;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200627;01-Jul-2020;00:00;30-Jun-2020;00:00;5.46;25.52;3.17;1.18;4.36;;0.05;1.02;11.6;1.22;;;;89.72;228.99;169.04;719.66;;0.0;0.0;;0.16;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200627;02-Jul-2020;00:00;01-Jul-2020;00:00;7.34;30.22;3.18;1.17;4.36;;0.08;1.05;11.55;1.78;;;;88.05;233.01;164.0;720.69;;0.0;0.0;;0.22;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200627;03-Jul-2020;00:00;02-Jul-2020;00:00;6.24;27.65;3.21;1.17;4.38;;0.06;1.01;11.5;1.93;;;;85.56;208.58;159.58;720.79;;0.0;0.0;;0.15;;;;;
Mumbai;Bandra, Mumbai - MPCB;site_168;Maharashtra;run2_maharashtra_mumbai_site_168_20200627;04-Jul-2020;00:00;03-Jul-2020;00:00;4.26;18.19;3.21;1.18;4.39;;0.04;0.99;11.5;0.57;;;;97.68;184.62;55.15;719.46;;0.0;0.0;;0.18;;;;;
