"state","city","site","site_name","params","params_query","params_ids","data_availability"
"Delhi","Delhi","site_5024","Alipur, Delhi - DPCC","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_301","Anand Vihar, Delhi - DPCC","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_1420","Ashok Vihar, Delhi - DPCC","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_108","Aya Nagar, New Delhi - IMD","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_1560","Bawana, Delhi - DPCC","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_104","Burari Crossing, New Delhi - IMD","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_5393","Chandni Chowk, Delhi - IITM","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_103","CRRI Mathura Road, New Delhi - IMD","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_1421","Dr. Karni Singh Shooting Range, Delhi - DPCC","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
"Delhi","Delhi","site_118","DTU, New Delhi - CPCB","[\"PM2.5\",\"PM10\",\"NO\",\"NO2\",\"NOx\",\"NH3\",\"SO2\",\"CO\",\"Ozone\",\"Benzene\",\"Toluene\",\"Eth-Benzene\",\"MP-Xylene\",\"RH\",\"WD\",\"SR\",\"BP\",\"AT\",\"TOT-RF\",\"RF\",\"Xylene\"]","","",""
